imp_revenue|20170609|0.980062906756|49.9253|22.6359
imp_revenue|20170610|0.869870276521|71.4874|24.7618
imp_revenue|20170611|0.191362917576|508.129|126.13
click_revenue|20170607|0.198825411119|609.124|166.962
click_revenue|20170608|-1.18307123366|528.722|152.674
click_revenue|20170609|0.69231016818|309.98|166.47
click_revenue|20170610|0.782840024562|279.251|144.425
click_revenue|20170611|0.473961085713|899.026|577.565
Retain|20170607|0.889457735131|44.2446|4.38542
Retain|20170608|0.97867677832|23.106|3.19841
Retain|20170609|0.978026119868|25.9522|4.22275
Retain|20170610|0.973758973849|30.196|4.46958
Retain|20170611|0.970462898696|36.9687|5.62617
Spec_Retain|20170607|0.86205236554|51.775|7.03874
Spec_Retain|20170608|0.955663228478|32.3227|5.609
Spec_Retain|20170609|0.950513827291|36.8255|6.76017
Spec_Retain|20170610|0.939702204004|46.6977|7.65651
Spec_Retain|20170611|0.969382138079|37.2462|6.33043
imp_num|20170607|0.679387429579|39.4314|12.5643
imp_num|20170608|0.688298887233|62.2059|18.7864
imp_num|20170609|0.388392889607|202.224|42.2006
imp_num|20170610|0.907860857956|110.643|33.0031
imp_num|20170611|-71.2191012909|1354.88|433.272
click_num|20170607|0.125958303911|18.1555|13.6841
click_num|20170608|0.333474932722|23.5125|15.6587
click_num|20170609|0.0557116540794|71.7672|34.4455
click_num|20170610|0.707228058975|51.3068|25.2219
click_num|20170611|-771.026241557|396.244|330.81
imp_revenue|20170607|0.947993937907|88.5091|36.7886
imp_revenue|20170608|0.424533258107|187.487|36.8745
imp_revenue|20170609|0.980062906756|49.9253|22.6359
imp_revenue|20170610|0.869870276521|71.4874|24.7618
imp_revenue|20170611|0.191362917576|508.129|126.13
click_revenue|20170607|0.198825411119|609.124|166.962
click_revenue|20170608|-1.18307123366|528.722|152.674
click_revenue|20170609|0.69231016818|309.98|166.47
click_revenue|20170610|0.782840024562|279.251|144.425
click_revenue|20170611|0.473961085713|899.026|577.565
purchase|20170607|0.0532706339679|932.203|348.984
purchase|20170608|0.382274963138|1131.25|344.003
purchase|20170609|0.46451173599|1004.86|344.473
purchase|20170610|0.647205112175|852.309|348.782
purchase|20170611|0.633526838168|1018.98|407.541
Retain|20170607|0.889457735131|44.2446|4.38542
Retain|20170608|0.97867677832|23.106|3.19841
Retain|20170609|0.978026119868|25.9522|4.22275
Retain|20170610|0.973758973849|30.196|4.46958
Retain|20170611|0.970462898696|36.9687|5.62617
Spec_Retain|20170607|0.86205236554|51.775|7.03874
Spec_Retain|20170608|0.955663228478|32.3227|5.609
Spec_Retain|20170609|0.950513827291|36.8255|6.76017
Spec_Retain|20170610|0.939702204004|46.6977|7.65651
Spec_Retain|20170611|0.969382138079|37.2462|6.33043
imp_num|20170607|0.679387429579|39.4314|12.5643
imp_num|20170608|0.688298887233|62.2059|18.7864
imp_num|20170609|0.388392889607|202.224|42.2006
imp_num|20170610|0.907860857956|110.643|33.0031
imp_num|20170611|-71.2191012909|1354.88|433.272
click_num|20170607|0.125958303911|18.1555|13.6841
click_num|20170608|0.333474932722|23.5125|15.6587
click_num|20170609|0.0557116540794|71.7672|34.4455
click_num|20170610|0.707228058975|51.3068|25.2219
click_num|20170611|-771.026241557|396.244|330.81
imp_revenue|20170607|0.947993937907|88.5091|36.7886
imp_revenue|20170608|0.424533258107|187.487|36.8745
imp_revenue|20170609|0.980062906756|49.9253|22.6359
imp_revenue|20170610|0.869870276521|71.4874|24.7618
imp_revenue|20170611|0.191362917576|508.129|126.13
click_revenue|20170607|0.198825411119|609.124|166.962
click_revenue|20170608|-1.18307123366|528.722|152.674
click_revenue|20170609|0.69231016818|309.98|166.47
click_revenue|20170610|0.782840024562|279.251|144.425
click_revenue|20170611|0.473961085713|899.026|577.565
purchase|20170607|0.0532706339679|932.203|348.984
purchase|20170608|0.382274963138|1131.25|344.003
purchase|20170609|0.46451173599|1004.86|344.473
purchase|20170610|0.647205112175|852.309|348.782
purchase|20170611|0.633526838168|1018.98|407.541
